Sl no,unique_id,company_name,facebook_url_userinput,task_category_type,package_id,level,level_id,task_title,description,icon_url,url,facebook_page_id,target,current_reach,campaign_budget,campaign_priority,user_credits,task_category_brand_uid
3334,campaign--temp-c3334-p6-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/366755867103273/?type=3,facebook_page_post,p6,l2,p6-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,366755867103273,10000,0,200000,1,10,facebook_page_post-366755867103273
3335,campaign--temp-c3335-p6-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/365161180596075/?type=3,facebook_page_post,p6,l2,p6-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,365161180596075,10000,0,200000,1,10,facebook_page_post-365161180596075
3336,campaign--temp-c3336-p6-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/362685987510261/?type=3,facebook_page_post,p6,l2,p6-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,362685987510261,10000,0,200000,1,10,facebook_page_post-362685987510261
3337,campaign--temp-c3337-p6-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/362285904216936/?type=3,facebook_page_post,p6,l2,p6-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,362285904216936,10000,0,200000,1,10,facebook_page_post-362285904216936
3338,campaign--temp-c3338-p6-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/360856381026555/?type=3,facebook_page_post,p6,l2,p6-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,360856381026555,10000,0,200000,1,10,facebook_page_post-360856381026555
3339,campaign--temp-c3339-p6-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.327075754404618.1073741825.327075721071288/360853451026848/?type=3,facebook_page_post,p6,l2,p6-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,360853451026848,10000,0,200000,1,10,facebook_page_post-360853451026848
3340,campaign--temp-c3340-p6-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.327075754404618.1073741825.327075721071288/355021208276739/?type=3,facebook_page_post,p6,l2,p6-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,355021208276739,10000,0,200000,1,10,facebook_page_post-355021208276739
3341,campaign--temp-c3341-p6-l2,DreamBridz,https://www.facebook.com/129264027730723/photos/a.129267611063698.1073741827.129264027730723/142522546404871/?type=3,facebook_page_post,p6,l2,p6-l2,Share DreamBridz Post,,https://dreambridz.com/db/img/logo_black.png,,142522546404871,10000,0,200000,1,10,facebook_page_post-142522546404871
3342,campaign--temp-c3342-p6-l2,DreamBridz,https://www.facebook.com/129264027730723/photos/a.129267611063698.1073741827.129264027730723/129267561063703/?type=3,facebook_page_post,p6,l2,p6-l2,Share DreamBridz Post,,https://dreambridz.com/db/img/logo_black.png,,129267561063703,10000,0,200000,1,10,facebook_page_post-129267561063703
3343,campaign--temp-c3343-p6-l2,DreamBridz,https://www.facebook.com/129264027730723/photos/a.129267004397092.1073741826.129264027730723/129267007730425/?type=3,facebook_page_post,p6,l2,p6-l2,Share DreamBridz Post,,https://dreambridz.com/db/img/logo_black.png,,129267007730425,10000,0,200000,1,10,facebook_page_post-129267007730425
3344,campaign--temp-c3344-p6-l2,Best One Zone,https://www.facebook.com/446100089121306/photos/a.453582688373046.1073741828.446100089121306/453579895039992/?type=3,facebook_page_post,p6,l2,p6-l2,Share BestOne Zone Post,,http://bestonezone.com/assets/img/logo.png,,453579895039992,10000,0,200000,1,10,facebook_page_post-453579895039992
3345,campaign--temp-c3345-p6-l2,Best One Zone,https://www.facebook.com/446100089121306/photos/a.446100372454611.1073741827.446100089121306/446100332454615/?type=3,facebook_page_post,p6,l2,p6-l2,Share BestOne Zone Post,,http://bestonezone.com/assets/img/logo.png,,446100332454615,10000,0,200000,1,10,facebook_page_post-446100332454615
3346,campaign--temp-c3346-p6-l2,Best One Zone,https://www.facebook.com/446100089121306/photos/a.446100259121289.1073741826.446100089121306/446100262454622/?type=3,facebook_page_post,p6,l2,p6-l2,Share BestOne Zone Post,,http://bestonezone.com/assets/img/logo.png,,446100262454622,10000,0,200000,1,10,facebook_page_post-446100262454622
3347,campaign--temp-c3347-p6-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.304030353433994.1073741828.300775327092830/308574496312913/?type=3,facebook_page_post,p6,l2,p6-l2,Share WeDoBest Post,,,,308574496312913,10000,0,200000,1,10,facebook_page_post-308574496312913
3348,campaign--temp-c3348-p6-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.304030353433994.1073741828.300775327092830/306525309851165/?type=3,facebook_page_post,p6,l2,p6-l2,Share WeDoBest Post,,,,306525309851165,10000,0,200000,1,10,facebook_page_post-306525309851165
3349,campaign--temp-c3349-p6-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.304030353433994.1073741828.300775327092830/305289899974706/?type=3,facebook_page_post,p6,l2,p6-l2,Share WeDoBest Post,,,,305289899974706,10000,0,200000,1,10,facebook_page_post-305289899974706
3350,campaign--temp-c3350-p6-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.304030353433994.1073741828.300775327092830/304029113434118/?type=3,facebook_page_post,p6,l2,p6-l2,Share WeDoBest Post,,,,304029113434118,10000,0,200000,1,10,facebook_page_post-304029113434118
3351,campaign--temp-c3351-p6-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.300775820426114.1073741827.300775327092830/300775793759450/?type=3,facebook_page_post,p6,l2,p6-l2,Share WeDoBest Post,,,,300775793759450,10000,0,200000,1,10,facebook_page_post-300775793759450
3352,campaign--temp-c3352-p6-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.300775640426132.1073741826.300775327092830/300775643759465/?type=3,facebook_page_post,p6,l2,p6-l2,Share WeDoBest Post,,,,300775643759465,10000,0,200000,1,10,facebook_page_post-300775643759465
3353,campaign--temp-c3353-p6-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.372682806492235.1073741828.369947506765765/378819882545194/?type=3,facebook_page_post,p6,l2,p6-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,378819882545194,10000,0,200000,1,10,facebook_page_post-378819882545194
3354,campaign--temp-c3354-p6-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.372682806492235.1073741828.369947506765765/376506759443173/?type=3,facebook_page_post,p6,l2,p6-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,376506759443173,10000,0,200000,1,10,facebook_page_post-376506759443173
3355,campaign--temp-c3355-p6-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.372682806492235.1073741828.369947506765765/373712293055953/?type=3,facebook_page_post,p6,l2,p6-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,373712293055953,10000,0,200000,1,10,facebook_page_post-373712293055953
3356,campaign--temp-c3356-p6-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.372682806492235.1073741828.369947506765765/372681689825680/?type=3,facebook_page_post,p6,l2,p6-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,372681689825680,10000,0,200000,1,10,facebook_page_post-372681689825680
3357,campaign--temp-c3357-p6-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.369947863432396.1073741827.369947506765765/369947840099065/?type=3,facebook_page_post,p6,l2,p6-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,369947840099065,10000,0,200000,1,10,facebook_page_post-369947840099065
3358,campaign--temp-c3358-p6-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.369947773432405.1073741826.369947506765765/369947776765738/?type=3,facebook_page_post,p6,l2,p6-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,369947776765738,10000,0,200000,1,10,facebook_page_post-369947776765738
3359,campaign--temp-c3359-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/154124991977405/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,154124991977405,10000,0,200000,1,10,facebook_page_post-154124991977405
3360,campaign--temp-c3360-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/152202015503036/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,152202015503036,10000,0,200000,1,10,facebook_page_post-152202015503036
3361,campaign--temp-c3361-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/videos/150928348963736/,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,150928348963736,10000,0,200000,1,10,facebook_page_post-150928348963736
3362,campaign--temp-c3362-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/151210338935537/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,151210338935537,10000,0,200000,1,10,facebook_page_post-151210338935537
3363,campaign--temp-c3363-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/151210225602215/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,151210225602215,10000,0,200000,1,10,facebook_page_post-151210225602215
3364,campaign--temp-c3364-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/150421052347799/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,150421052347799,10000,0,200000,1,10,facebook_page_post-150421052347799
3365,campaign--temp-c3365-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/150132565709981/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,150132565709981,10000,0,200000,1,10,facebook_page_post-150132565709981
3366,campaign--temp-c3366-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/149246749131896/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,149246749131896,10000,0,200000,1,10,facebook_page_post-149246749131896
3367,campaign--temp-c3367-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146842076039030.1073741827.146841579372413/149245889131982/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,149245889131982,10000,0,200000,1,10,facebook_page_post-149245889131982
3368,campaign--temp-c3368-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/149245809131990/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,149245809131990,10000,0,200000,1,10,facebook_page_post-149245809131990
3369,campaign--temp-c3369-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/148580605865177/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,148580605865177,10000,0,200000,1,10,facebook_page_post-148580605865177
3370,campaign--temp-c3370-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146842076039030.1073741827.146841579372413/146842029372368/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,146842029372368,10000,0,200000,1,10,facebook_page_post-146842029372368
3371,campaign--temp-c3371-p6-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/146841962705708/?type=3,facebook_page_post,p6,l2,p6-l2,Share GetMarryHere Post,,,,146841962705708,10000,0,200000,1,10,facebook_page_post-146841962705708
3372,campaign--temp-c3372-p6-l2,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/131023500921786/?type=3,facebook_page_post,p6,l2,p6-l2,Share MyJobsBank Post,,,,131023500921786,10000,0,200000,1,10,facebook_page_post-131023500921786
3373,campaign--temp-c3373-p6-l2,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/130866800937456/?type=3,facebook_page_post,p6,l2,p6-l2,Share MyJobsBank Post,,,,130866800937456,10000,0,200000,1,10,facebook_page_post-130866800937456
3374,campaign--temp-c3374-p6-l2,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/130207054336764/?type=3,facebook_page_post,p6,l2,p6-l2,Share MyJobsBank Post,,,,130207054336764,10000,0,200000,1,10,facebook_page_post-130207054336764
3375,campaign--temp-c3375-p6-l2,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.118409915516478.1073741825.118409868849816/118410822183054/?type=3,facebook_page_post,p6,l2,p6-l2,Share MyJobsBank Post,,,,118410822183054,10000,0,200000,1,10,facebook_page_post-118410822183054
3376,campaign--temp-c3376-p6-l2,GettoCar,https://www.facebook.com/1978344219120970/photos/a.1979640328991359.1073741828.1978344219120970/1984145425207516/?type=3,facebook_page_post,p6,l2,p6-l2,Share GettoCar Post,,,,1984145425207510,10000,0,200000,1,10,facebook_page_post-1984145425207516
3377,campaign--temp-c3377-p6-l2,GettoCar,https://www.facebook.com/1978344219120970/photos/a.1979640328991359.1073741828.1978344219120970/1982760445346014/?type=3,facebook_page_post,p6,l2,p6-l2,Share GettoCar Post,,,,1982760445346010,10000,0,200000,1,10,facebook_page_post-1982760445346014
3378,campaign--temp-c3378-p6-l2,GettoCar,https://www.facebook.com/1978344219120970/photos/a.1979640328991359.1073741828.1978344219120970/1979996912289034/?type=3,facebook_page_post,p6,l2,p6-l2,Share GettoCar Post,,,,1979996912289030,10000,0,200000,1,10,facebook_page_post-1979996912289034
3379,campaign--temp-c3379-p6-l2,GettoCar,https://www.facebook.com/1978344219120970/photos/a.1979640328991359.1073741828.1978344219120970/1979638185658240/?type=3,facebook_page_post,p6,l2,p6-l2,Share GettoCar Post,,,,1979638185658240,10000,0,200000,1,10,facebook_page_post-1979638185658240
3380,campaign--temp-c3380-p6-l2,GettoCar,https://www.facebook.com/1978344219120970/photos/a.1978344865787572.1073741827.1978344219120970/1978344789120913/?type=3,facebook_page_post,p6,l2,p6-l2,Share GettoCar Post,,,,1978344789120910,10000,0,200000,1,10,facebook_page_post-1978344789120913
3381,campaign--temp-c3381-p6-l2,GettoCar,https://www.facebook.com/1978344219120970/photos/a.1978344475787611.1073741826.1978344219120970/1978344479120944/?type=3,facebook_page_post,p6,l2,p6-l2,Share GettoCar Post,,,,1978344479120940,10000,0,200000,1,10,facebook_page_post-1978344479120944
3382,campaign--temp-c3382-p6-l2,Getyaa,https://www.facebook.com/Getyaaa/photos/a.931313510354869.1073741828.786290121523876/933889896763897/?type=3,facebook_page_post,p6,l2,p6-l2,Share Getyaa Post,,http://getyaa.in/admin/uploads/general_setting/logo.png,,933889896763897,10000,0,200000,1,10,facebook_page_post-933889896763897
3383,campaign--temp-c3383-p6-l2,Getyaa,https://www.facebook.com/Getyaaa/photos/a.931313510354869.1073741828.786290121523876/932423850243835/?type=3,facebook_page_post,p6,l2,p6-l2,Share Getyaa Post,,http://getyaa.in/admin/uploads/general_setting/logo.png,,932423850243835,10000,0,200000,1,10,facebook_page_post-932423850243835
3384,campaign--temp-c3384-p6-l2,Getyaa,https://www.facebook.com/Getyaaa/photos/a.931313510354869.1073741828.786290121523876/931310503688503/?type=3,facebook_page_post,p6,l2,p6-l2,Share Getyaa Post,,http://getyaa.in/admin/uploads/general_setting/logo.png,,931310503688503,10000,0,200000,1,10,facebook_page_post-931310503688503
3385,campaign--temp-c3385-p6-l2,Getyaa,https://www.facebook.com/Getyaaa/photos/a.786291768190378.1073741827.786290121523876/924420721044148/?type=3,facebook_page_post,p6,l2,p6-l2,Share Getyaa Post,,http://getyaa.in/admin/uploads/general_setting/logo.png,,924420721044148,10000,0,200000,1,10,facebook_page_post-924420721044148
3386,campaign--temp-c3386-p6-l2,Getyaa,https://www.facebook.com/Getyaaa/photos/a.786291354857086.1073741826.786290121523876/924420581044162/?type=3,facebook_page_post,p6,l2,p6-l2,Share Getyaa Post,,http://getyaa.in/admin/uploads/general_setting/logo.png,,924420581044162,10000,0,200000,1,10,facebook_page_post-924420581044162
3387,campaign--temp-c3387-p6-l2,Getyaa,https://www.facebook.com/Getyaaa/photos/a.786291354857086.1073741826.786290121523876/803610253125196/?type=3,facebook_page_post,p6,l2,p6-l2,Share Getyaa Post,,http://getyaa.in/admin/uploads/general_setting/logo.png,,803610253125196,10000,0,200000,1,10,facebook_page_post-803610253125196
3388,campaign--temp-c3388-p6-l2,Getyaa,https://www.facebook.com/Getyaaa/photos/a.786291768190378.1073741827.786290121523876/786291621523726/?type=3,facebook_page_post,p6,l2,p6-l2,Share Getyaa Post,,http://getyaa.in/admin/uploads/general_setting/logo.png,,786291621523726,10000,0,200000,1,10,facebook_page_post-786291621523726
3389,campaign--temp-c3389-p6-l2,Ivigo,https://www.facebook.com/1500135956722391/photos/a.1520081821394471.1073741828.1500135956722391/1520079361394717/?type=3,facebook_page_post,p6,l2,p6-l2,Share Ivigo Post,,https://tripsndmore.com/extras/custom/TMX6961201505478207/images/TMX6961201505478207ivigoo_1.jpg,,1520079361394710,10000,0,200000,1,10,facebook_page_post-1520079361394717
3390,campaign--temp-c3390-p6-l2,Ivigo,https://www.facebook.com/1500135956722391/photos/a.1500137126722274.1073741827.1500135956722391/1500137073388946/?type=3,facebook_page_post,p6,l2,p6-l2,Share Ivigo Post,,https://tripsndmore.com/extras/custom/TMX6961201505478207/images/TMX6961201505478207ivigoo_1.jpg,,1500137073388940,10000,0,200000,1,10,facebook_page_post-1500137073388946
3391,campaign--temp-c3391-p6-l2,Ivigo,https://www.facebook.com/1500135956722391/photos/a.1500136833388970.1073741826.1500135956722391/1500136836722303/?type=3,facebook_page_post,p6,l2,p6-l2,Share Ivigo Post,,https://tripsndmore.com/extras/custom/TMX6961201505478207/images/TMX6961201505478207ivigoo_1.jpg,,1500136836722300,10000,0,200000,1,10,facebook_page_post-1500136836722303
3392,campaign--temp-c3392-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/274915196366077/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,274915196366077,10000,0,200000,1,10,facebook_page_post-274915196366077
3393,campaign--temp-c3393-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/269472326910364/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,269472326910364,10000,0,200000,1,10,facebook_page_post-269472326910364
3394,campaign--temp-c3394-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/269472220243708/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,269472220243708,10000,0,200000,1,10,facebook_page_post-269472220243708
3395,campaign--temp-c3395-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/268661473658116/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,268661473658116,10000,0,200000,1,10,facebook_page_post-268661473658116
3396,campaign--temp-c3396-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/pcb.196025187588412/196024690921795/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,196024690921795,10000,0,200000,1,10,facebook_page_post-196024690921795
3397,campaign--temp-c3397-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/267986547058942/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,267986547058942,10000,0,200000,1,10,facebook_page_post-267986547058942
3398,campaign--temp-c3398-p6-l2,GAFC,https://www.facebook.com/GAFCDumPot/photos/a.454247728261550.1073741828.451886675164322/454312071588449/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,454312071588449,10000,0,200000,1,10,facebook_page_post-454312071588449
3399,campaign--temp-c3399-p6-l2,GAFC,https://www.facebook.com/GAFCDumPot/photos/pcb.464014490618207/464012567285066/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,464012567285066,10000,0,200000,1,10,facebook_page_post-464012567285066
3400,campaign--temp-c3400-p6-l2,GAFC,https://www.facebook.com/AdvaitaVeg/photos/pcb.1382968778457612/1382966901791133/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,1382966901791130,10000,0,200000,1,10,facebook_page_post-1382966901791133
3401,campaign--temp-c3401-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/pcb.196025187588412/196024690921795/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,196024690921795,10000,0,200000,1,10,facebook_page_post-196024690921795
3402,campaign--temp-c3402-p6-l2,GAFC,https://www.facebook.com/GAFCDumPot/photos/a.454247728261550.1073741828.451886675164322/459842344368755/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,459842344368755,10000,0,200000,1,10,facebook_page_post-459842344368755
3403,campaign--temp-c3403-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/192072757983655/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,192072757983655,10000,0,200000,1,10,facebook_page_post-192072757983655
3404,campaign--temp-c3404-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/187659788424952/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,187659788424952,10000,0,200000,1,10,facebook_page_post-187659788424952
3405,campaign--temp-c3405-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/187659788424952/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,187659788424952,10000,0,200000,1,10,facebook_page_post-187659788424952
3406,campaign--temp-c3406-p6-l2,GAFC,https://www.facebook.com/GAFCDumPot/photos/a.454247728261550.1073741828.451886675164322/455810918105231/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,455810918105231,10000,0,200000,1,10,facebook_page_post-455810918105231
3407,campaign--temp-c3407-p6-l2,GAFC,https://www.facebook.com/GAFCDumPot/photos/a.454247728261550.1073741828.451886675164322/454312071588449/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,454312071588449,10000,0,200000,1,10,facebook_page_post-454312071588449
3408,campaign--temp-c3408-p6-l2,GAFC,https://www.facebook.com/GAFCDumPot/photos/a.454247728261550.1073741828.451886675164322/454242008262122/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,454242008262122,10000,0,200000,1,10,facebook_page_post-454242008262122
3409,campaign--temp-c3409-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.185358995321698.1073741828.183696452154619/185358891988375/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,185358891988375,10000,0,200000,1,10,facebook_page_post-185358891988375
3410,campaign--temp-c3410-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.183697065487891.1073741826.183696452154619/184173745440223/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,184173745440223,10000,0,200000,1,10,facebook_page_post-184173745440223
3411,campaign--temp-c3411-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.183697065487891.1073741826.183696452154619/183785502145714/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,183785502145714,10000,0,200000,1,10,facebook_page_post-183785502145714
3412,campaign--temp-c3412-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.183697338821197.1073741827.183696452154619/183749922149272/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,183749922149272,10000,0,200000,1,10,facebook_page_post-183749922149272
3413,campaign--temp-c3413-p6-l2,GAFC,https://www.facebook.com/GirishAsianFoodCourts/photos/a.183697065487891.1073741826.183696452154619/183696955487902/?type=3,facebook_page_post,p6,l2,p6-l2,Share Gafc Post,,http://gafc.co.in/temp/img/main_logo.png,,183696955487902,10000,0,200000,1,10,facebook_page_post-183696955487902
3414,campaign--temp-c3414-p6-l2,EazyCinema,https://www.facebook.com/545867852414120/photos/a.547114475622791.1073741828.545867852414120/551097528557819/?type=3,facebook_page_post,p6,l2,p6-l2,Share EazyCinema Post,,,,551097528557819,10000,0,200000,1,10,facebook_page_post-551097528557819
3415,campaign--temp-c3415-p6-l2,EazyCinema,https://www.facebook.com/545867852414120/photos/a.547114475622791.1073741828.545867852414120/549829508684621/?type=3,facebook_page_post,p6,l2,p6-l2,Share EazyCinema Post,,,,549829508684621,10000,0,200000,1,10,facebook_page_post-549829508684621
3416,campaign--temp-c3416-p6-l2,EazyCinema,https://www.facebook.com/545867852414120/photos/a.547114475622791.1073741828.545867852414120/547113875622851/?type=3,facebook_page_post,p6,l2,p6-l2,Share EazyCinema Post,,,,547113875622851,10000,0,200000,1,10,facebook_page_post-547113875622851
3417,campaign--temp-c3417-p6-l2,EazyCinema,https://www.facebook.com/545867852414120/photos/a.547113668956205.1073741827.545867852414120/547113672289538/?type=3,facebook_page_post,p6,l2,p6-l2,Share EazyCinema Post,,,,547113672289538,10000,0,200000,1,10,facebook_page_post-547113672289538
3418,campaign--temp-c3418-p6-l2,EazyCinema,https://www.facebook.com/545867852414120/photos/a.546803935653845.1073741826.545867852414120/546803865653852/?type=3,facebook_page_post,p6,l2,p6-l2,Share EazyCinema Post,,,,546803865653852,10000,0,200000,1,10,facebook_page_post-546803865653852
3419,campaign--temp-c3419-p6-l2,Cosmickent,https://www.facebook.com/CosmickentEnterprises/posts/343351759473500,facebook_page_post,p6,l2,p6-l2,Share Cosmickent Post,,,,343351759473500,10000,0,200000,1,10,facebook_page_post-343351759473500
3420,campaign--temp-c3420-p6-l2,Cosmickent,https://www.facebook.com/CosmickentEnterprises/photos/a.327962247679118.1073741828.252507801891230/340944566380886/?type=3,facebook_page_post,p6,l2,p6-l2,Share Cosmickent Post,,,,340944566380886,10000,0,200000,1,10,facebook_page_post-340944566380886
3421,campaign--temp-c3421-p6-l2,Cosmickent,https://www.facebook.com/notes/cosmickent/walk-in-interview-for-salesbd-exp-0-3-years/327961374345872/,facebook_page_post,p6,l2,p6-l2,Share Cosmickent Post,,,,327961374345872,10000,0,200000,1,10,facebook_page_post-327961374345872
3422,campaign--temp-c3422-p6-l2,Cosmickent,https://www.facebook.com/notes/cosmickent/walk-in-interview-for-salesbd-exp-0-3-years/327961374345872/,facebook_page_post,p6,l2,p6-l2,Share Cosmickent Post,,,,327961374345872,10000,0,200000,1,10,facebook_page_post-327961374345872
