Sl no,unique_id,company_name,facebook_url_userinput,task_category_type,package_id,level,level_id,task_title,description,icon_url,url,facebook_page_id,target,current_reach,campaign_budget,campaign_priority,user_credits,task_category_brand_uid
3423,campaign--temp-c3423-p6-l2,Cosmickent,https://www.facebook.com/CosmickentEnterprises/photos/a.252509245224419.1073741827.252507801891230/285726861902657/?type=3,facebook_page_post,p6,l2,p6-l2,Share Cosmickent Post,,,,285726861902657,10000,0,200000,1,10,facebook_page_post-285726861902657
3424,campaign--temp-c3424-p6-l2,Cosmickent,https://www.facebook.com/CosmickentEnterprises/photos/a.252508465224497.1073741826.252507801891230/252508468557830/?type=3,facebook_page_post,p6,l2,p6-l2,Share Cosmickent Post,,,,252508468557830,10000,0,200000,1,10,facebook_page_post-252508468557830
3425,campaign--temp-c3425-p6-l2,Cosmickent,https://www.facebook.com/CosmickentEnterprises/posts/340553493086660,facebook_page_post,p6,l2,p6-l2,Share Cosmickent Post,,,,340553493086660,10000,0,200000,1,10,facebook_page_post-340553493086660
3426,campaign--temp-c3426-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3427,campaign--temp-c3427-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3428,campaign--temp-c3428-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3429,campaign--temp-c3429-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3430,campaign--temp-c3430-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3431,campaign--temp-c3431-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3432,campaign--temp-c3432-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3433,campaign--temp-c3433-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3434,campaign--temp-c3434-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1934680173520178/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1934680173520170,10000,0,200000,1,10,facebook_page_post-1934680173520178
3435,campaign--temp-c3435-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1928578334130362/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1928578334130360,10000,0,200000,1,10,facebook_page_post-1928578334130362
3436,campaign--temp-c3436-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1927946007526928/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1927946007526920,10000,0,200000,1,10,facebook_page_post-1927946007526928
3437,campaign--temp-c3437-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1927946007526928/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1927946007526920,10000,0,200000,1,10,facebook_page_post-1927946007526928
3438,campaign--temp-c3438-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1927178464270349/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1927178464270340,10000,0,200000,1,10,facebook_page_post-1927178464270349
3439,campaign--temp-c3439-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1926823840972478/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1926823840972470,10000,0,200000,1,10,facebook_page_post-1926823840972478
3440,campaign--temp-c3440-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1926810174307178/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1926810174307170,10000,0,200000,1,10,facebook_page_post-1926810174307178
3441,campaign--temp-c3441-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1925264937795035/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1925264937795030,10000,0,200000,1,10,facebook_page_post-1925264937795035
3442,campaign--temp-c3442-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1925321804456015/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1925321804456010,10000,0,200000,1,10,facebook_page_post-1925321804456015
3443,campaign--temp-c3443-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1925215454466650/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1925215454466650,10000,0,200000,1,10,facebook_page_post-1925215454466650
3444,campaign--temp-c3444-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1924645577856971/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1924645577856970,10000,0,200000,1,10,facebook_page_post-1924645577856971
3445,campaign--temp-c3445-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1924279767893552/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1924279767893550,10000,0,200000,1,10,facebook_page_post-1924279767893552
3446,campaign--temp-c3446-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1924188161236046/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1924188161236040,10000,0,200000,1,10,facebook_page_post-1924188161236046
3447,campaign--temp-c3447-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1923287727992756/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1923287727992750,10000,0,200000,1,10,facebook_page_post-1923287727992756
3448,campaign--temp-c3448-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1921932014794994/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1921932014794990,10000,0,200000,1,10,facebook_page_post-1921932014794994
3449,campaign--temp-c3449-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1921844281470434/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1921844281470430,10000,0,200000,1,10,facebook_page_post-1921844281470434
3450,campaign--temp-c3450-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1920873751567487/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1920873751567480,10000,0,200000,1,10,facebook_page_post-1920873751567487
3451,campaign--temp-c3451-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1920344151620447/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1920344151620440,10000,0,200000,1,10,facebook_page_post-1920344151620447
3452,campaign--temp-c3452-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1919791158342413/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1919791158342410,10000,0,200000,1,10,facebook_page_post-1919791158342413
3453,campaign--temp-c3453-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1918257078495821/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1918257078495820,10000,0,200000,1,10,facebook_page_post-1918257078495821
3454,campaign--temp-c3454-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1918238888497640/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1918238888497640,10000,0,200000,1,10,facebook_page_post-1918238888497640
3455,campaign--temp-c3455-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1918180008503528/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1918180008503520,10000,0,200000,1,10,facebook_page_post-1918180008503528
3456,campaign--temp-c3456-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1918167168504812/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1918167168504810,10000,0,200000,1,10,facebook_page_post-1918167168504812
3457,campaign--temp-c3457-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1917709158550613/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1917709158550610,10000,0,200000,1,10,facebook_page_post-1917709158550613
3458,campaign--temp-c3458-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1916788098642719/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1916788098642710,10000,0,200000,1,10,facebook_page_post-1916788098642719
3459,campaign--temp-c3459-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1916387622016100/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1916387622016100,10000,0,200000,1,10,facebook_page_post-1916387622016100
3460,campaign--temp-c3460-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1916364508685078/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1916364508685070,10000,0,200000,1,10,facebook_page_post-1916364508685078
3461,campaign--temp-c3461-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1914845442170318/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1914845442170310,10000,0,200000,1,10,facebook_page_post-1914845442170318
3462,campaign--temp-c3462-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1914313768890152/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1914313768890150,10000,0,200000,1,10,facebook_page_post-1914313768890152
3463,campaign--temp-c3463-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1913911595597036/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1913911595597030,10000,0,200000,1,10,facebook_page_post-1913911595597036
3464,campaign--temp-c3464-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1913902595597936/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1913902595597930,10000,0,200000,1,10,facebook_page_post-1913902595597936
3465,campaign--temp-c3465-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1913440188977510/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1913440188977510,10000,0,200000,1,10,facebook_page_post-1913440188977510
3466,campaign--temp-c3466-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1911619689159560/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1911619689159560,10000,0,200000,1,10,facebook_page_post-1911619689159560
3467,campaign--temp-c3467-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1910769559244573/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1910769559244570,10000,0,200000,1,10,facebook_page_post-1910769559244573
3468,campaign--temp-c3468-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1910687179252811/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1910687179252810,10000,0,200000,1,10,facebook_page_post-1910687179252811
3469,campaign--temp-c3469-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1910335292621333/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1910335292621330,10000,0,200000,1,10,facebook_page_post-1910335292621333
3470,campaign--temp-c3470-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1907843672870495/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1907843672870490,10000,0,200000,1,10,facebook_page_post-1907843672870495
3471,campaign--temp-c3471-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1907313252923537/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1907313252923530,10000,0,200000,1,10,facebook_page_post-1907313252923537
3472,campaign--temp-c3472-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1905666996421496/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1905666996421490,10000,0,200000,1,10,facebook_page_post-1905666996421496
3473,campaign--temp-c3473-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1904099903244872/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1904099903244870,10000,0,200000,1,10,facebook_page_post-1904099903244872
3474,campaign--temp-c3474-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1903234853331377/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1903234853331370,10000,0,200000,1,10,facebook_page_post-1903234853331377
3475,campaign--temp-c3475-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1900965726891623/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1900965726891620,10000,0,200000,1,10,facebook_page_post-1900965726891623
3476,campaign--temp-c3476-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1900483806939815/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1900483806939810,10000,0,200000,1,10,facebook_page_post-1900483806939815
3477,campaign--temp-c3477-p6-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1900413070280222/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1900413070280220,10000,0,200000,1,10,facebook_page_post-1900413070280222
3478,campaign--temp-c3478-p6-l2,Asrce,https://www.facebook.com/AdvaitaKriya/photos/a.1490221137916879.1073741827.1490218464583813/1921239354815053/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1921239354815050,10000,0,200000,1,10,facebook_page_post-1921239354815053
3479,campaign--temp-c3479-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1894779490537593/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1894779490537590,10000,0,200000,1,10,facebook_page_post-1894779490537593
3480,campaign--temp-c3480-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/videos/1893385350677007/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1893385350677000,10000,0,200000,1,10,facebook_page_post-1893385350677007
3481,campaign--temp-c3481-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1892658430749699/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1892658430749690,10000,0,200000,1,10,facebook_page_post-1892658430749699
3482,campaign--temp-c3482-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/videos/1892274790788063/,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1892274790788060,10000,0,200000,1,10,facebook_page_post-1892274790788063
3483,campaign--temp-c3483-p6-l2,Asrce,https://www.facebook.com/AdvaitaKriya/photos/a.1490221137916879.1073741827.1490218464583813/1973311749607813/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1973311749607810,10000,0,200000,1,10,facebook_page_post-1973311749607813
3484,campaign--temp-c3484-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1891428344206041/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1891428344206040,10000,0,200000,1,10,facebook_page_post-1891428344206041
3485,campaign--temp-c3485-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1890487154300160/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1890487154300160,10000,0,200000,1,10,facebook_page_post-1890487154300160
3486,campaign--temp-c3486-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1889592471056295/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1889592471056290,10000,0,200000,1,10,facebook_page_post-1889592471056295
3487,campaign--temp-c3487-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1889266471088895/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1889266471088890,10000,0,200000,1,10,facebook_page_post-1889266471088895
3488,campaign--temp-c3488-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1888594957822713/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1888594957822710,10000,0,200000,1,10,facebook_page_post-1888594957822713
3489,campaign--temp-c3489-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1887141764634699/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1887141764634690,10000,0,200000,1,10,facebook_page_post-1887141764634699
3490,campaign--temp-c3490-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1887135074635368/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1887135074635360,10000,0,200000,1,10,facebook_page_post-1887135074635368
3491,campaign--temp-c3491-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.943554435660108.1073741828.199800403368852/1885919414756934/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1885919414756930,10000,0,200000,1,10,facebook_page_post-1885919414756934
3492,campaign--temp-c3492-p6-l2,Asrce,https://www.facebook.com/SreeBalatripuraSundarideviTrust/photos/a.230267723655453.78358.199800403368852/1879174415431434/?type=3,facebook_page_post,p6,l2,p6-l2,Share Asrce Post,,,,1879174415431430,10000,0,200000,1,10,facebook_page_post-1879174415431434
